smiles,scores
NC1=NC(=O)C2(c3ccccc3)N=CN(C3CC(O)C(CO)O3)C2=N1,4.483838522787078
C=Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,4.20408100316422
O=Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,4.126374409757626
C=C1[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@H](CO)[C@H]1O,4.106003615551832
Nc1nc2c(nc(O)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,4.095080258908476
C=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@@H]1O,4.068483056111273
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](C(O)O)O2)c(=O)[nH]1,4.045792986181203
Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)C2=O)c(=O)[nH]1,4.034245293873511
CC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@@H]1O,4.02124125594061
Nc1nc2c(ncn2[C@H]2C[C@H](OO)[C@@H](CO)O2)c(=O)[nH]1,3.979827706460923
O=c1[nH]c(NO)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,3.941904080087297
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COO)O2)c(=O)[nH]1,3.9331364976697145
Cc1nc2c(=O)[nH]c(N)nc2n1[C@H]1C[C@H](O)[C@@H](CO)O1,3.926985433733651
CC1[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@H](CO)[C@H]1O,3.8903120251713794
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](C(=O)O)O2)c(=O)[nH]1,3.8062620770902953
CNc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,3.805670288878507
CO[C@H]1C[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO,3.747204904263122
Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)C2O)c(=O)[nH]1,3.720175521674877
COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@@H]1O,3.707236497669715
Nc1nc(=O)c2ncn(C3CC(O)C(CO)O3)c2n1-c1ccccc1,3.695184788632911
Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)n1-c1ccccc1,3.4769069988170926
C=C1C(O)C(CO)OC1N1C=NC2(c3ccccc3)C(=O)N=C(N)N=C12,4.780618093992142
C=C(O)C1OC(N2C=NC3(c4ccccc4)C(=O)N=C(N)N=C23)CC1O,4.7756467557413504
C=NC1=NC(=O)C2(c3ccccc3)N=CN(C3CC(O)C(CO)O3)C2=N1,4.773320181538065
NC1=NC(=O)C2(c3ccccc3)N=CN(C3CC(O)C(C(O)O)O3)C2=N1,4.758551497574859
CC(O)C1OC(N2C=NC3(c4ccccc4)C(=O)N=C(N)N=C23)CC1O,4.748592337729316
NC1=NC(=O)C2(c3ccccc3)N=CN(C3OC(CO)C(O)C3=O)C2=N1,4.717502393254524
O=NC1=NC(=O)C2(c3ccccc3)N=CN(C3CC(O)C(CO)O3)C2=N1,4.714515191933075
NC1=NC(=O)C2(c3ccccc3)N=CN(C3CC(OO)C(CO)O3)C2=N1,4.703155732473615
NC1=NC(=O)C2(c3ccccc3)N=CN(C3CC(O)C(COO)O3)C2=N1,4.667821844739729
O=C1N=C(NO)N=C2N(C3CC(O)C(CO)O3)C=NC12c1ccccc1,4.657199599417483
CC1C(O)C(CO)OC1N1C=NC2(c3ccccc3)C(=O)N=C(N)N=C12,4.6443326960011815
C=Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)C2=C)c(=O)[nH]1,4.597792998345158
CNC1=NC(=O)C2(c3ccccc3)N=CN(C3CC(O)C(CO)O3)C2=N1,4.597479640997524
C=Nc1nc2c(nc(O)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,4.587434642907492
NC1=NC(=O)C2(c3ccccc3)N=CN(C3CC(O)C(C(=O)O)O3)C2=N1,4.578083004424174
C=Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](C(=C)O)O2)c(=O)[nH]1,4.56221315749635
C=Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](C(O)O)O2)c(=O)[nH]1,4.540696711873008
NC1=NC(=O)C2(c3ccccc3)N=CN(C3OC(CO)C(O)C3O)C2=N1,4.532304034251974
C=Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)C2=O)c(=O)[nH]1,4.529746313995024
COC1CC(N2C=NC3(c4ccccc4)C(=O)N=C(N)N=C23)OC1CO,4.5271168551347385
C=Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](C(C)O)O2)c(=O)[nH]1,4.524355403624216
C=C1[C@H](n2cnc3c(=O)[nH]c(N=O)nc32)O[C@H](CO)[C@H]1O,4.5227659426422395
O=Nc1nc2c(nc(O)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,4.512407587204573
COCC1OC(N2C=NC3(c4ccccc4)C(=O)N=C(N)N=C23)CC1O,4.496870493388377
NC1=NC(=O)C2=NC(O)(c3ccccc3)N(C3CC(O)C(CO)O3)C2=N1,4.490744121389402
C=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N=O)nc32)C[C@@H]1O,4.487186101793434
NC1=NC(=O)C2(c3ccccc3)N=C(O)N(C3CC(O)C(CO)O3)C2=N1,4.484752340567485
