smiles,scores
Nc1ccn(C2(O)CC(O)C(CO)O2)c(=O)n1,4.314196803946832
CC1(n2ccc(N)nc2=O)CC(O)C(CO)O1,4.145327907625761
C=Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,4.1075660133683085
Nc1ccn(C2CC(O)C(O)(CO)O2)c(=O)n1,4.106107171839809
CC1(CO)OC(n2ccc(N)nc2=O)CC1O,4.036220215318069
C=C1C(O)C(CO)OC1n1ccc(N)nc1=O,4.015390783879942
O=Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,3.9803758333355734
C=C(O)C1OC(n2ccc(N)nc2=O)CC1O,3.974559680201013
Nc1ccn(C2CC(O)C(C(O)O)O2)c(=O)n1,3.9474302487628856
Nc1ccn(C2OC(CO)C(O)C2=O)c(=O)n1,3.929592790568905
CC1(O)CC(n2ccc(N)nc2=O)OC1CO,3.9277566701675672
Nc1cc(O)n(C2CC(O)C(CO)O2)c(=O)n1,3.927350315652518
Nc1ccn(C2CC(O)(O)C(CO)O2)c(=O)n1,3.910407382689855
Nc1ccn(C2(c3ccccc3)CC(O)C(CO)O2)c(=O)n1,3.902338183888997
CC(O)C1OC(n2ccc(N)nc2=O)CC1O,3.8918217049011297
Nc1ccn(C2CC(OO)C(CO)O2)c(=O)n1,3.8691794339902392
Nc1ccn(C2CC(O)C(CO)(c3ccccc3)O2)c(=O)n1,3.82308458587411
Nc1ccn(C2CC(O)C(COO)O2)c(=O)n1,3.8135473554305
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1O,3.7944061684953265
O=c1nc(NO)ccn1C1CC(O)C(CO)O1,3.7657074208969483
CC1C(O)C(CO)OC1n1ccc(N)nc1=O,3.752318694867686
Nc1ccn(C2CC(O)(c3ccccc3)C(CO)O2)c(=O)n1,3.732508407214059
Cc1cc(N)nc(=O)n1C1CC(O)C(CO)O1,3.730762021338135
Nc1ccn(C2CC(O)C(C(=O)O)O2)c(=O)n1,3.661034596588973
Nc1ccn(C2CC(O)C(C(O)c3ccccc3)O2)c(=O)n1,3.648779839617273
Nc1ccn(C2OC(CO)C(O)C2c2ccccc2)c(=O)n1,3.592908375597423
COC1CC(n2ccc(N)nc2=O)OC1CO,3.5920118398822183
Cc1cn(C2CC(O)C(CO)O2)c(=O)nc1N,3.566450315652517
CNc1ccn(C2CC(O)C(CO)O2)c(=O)n1,3.5558792703241178
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,3.548894614600127
COCC1OC(n2ccc(N)nc2=O)CC1O,3.5443899086219908
Nc1nc(=O)n(C2CC(O)C(CO)O2)c2ccccc12,3.478908475691693
Nc1cc(-c2ccccc2)n(C2CC(O)C(CO)O2)c(=O)n1,3.469080863789743
Nc1ccn(C2CC(Oc3ccccc3)C(CO)O2)c(=O)n1,3.349419608915584
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1-c1ccccc1,3.311009151630934
Nc1ccn(C2CC(O)C(COc3ccccc3)O2)c(=O)n1,3.2569778506738256
O=c1nc(Nc2ccccc2)ccn1C1CC(O)C(CO)O1,3.226786641882616
C=Nc1ccn(C2(O)CC(O)C(CO)O2)c(=O)n1,4.844630986982908
O=Nc1ccn(C2(O)CC(O)C(CO)O2)c(=O)n1,4.722632242869879
C=Nc1ccn(C2(C)CC(O)C(CO)O2)c(=O)n1,4.686101002681495
C=Nc1ccn(C2CC(O)C(O)(CO)O2)c(=O)n1,4.649281536433458
C=C(O)C1OC(O)(n2ccc(N)nc2=O)CC1O,4.645842721676786
Nc1ccn(C2(O)CC(OO)C(CO)O2)c(=O)n1,4.602187658882437
Nc1ccn(C2(O)CC(O)C(C(O)O)O2)c(=O)n1,4.598722529369093
Nc1ccn(C2(O)CC(O)C(O)(CO)O2)c(=O)n1,4.58895810629217
C=Nc1ccn(C2CC(O)C(C)(CO)O2)c(=O)n1,4.583673373168151
Nc1ccn(C2(O)CC(O)C(COO)O2)c(=O)n1,4.57946583784633
CC(O)C1OC(O)(n2ccc(N)nc2=O)CC1O,4.576219085841787
C=Nc1ccn(C2OC(CO)C(O)C2=C)c(=O)n1,4.564119213042562
CC1(n2ccc(N=O)nc2=O)CC(O)C(CO)O1,4.564102258568465
C=C1C(O)C(CO)OC1(O)n1ccc(N)nc1=O,4.559791760138325
CC1(CO)OC(O)(n2ccc(N)nc2=O)CC1O,4.530668683215248
Nc1cc(O)n(C2(O)CC(O)C(CO)O2)c(=O)n1,4.529990798599863
O=Nc1ccn(C2CC(O)C(O)(CO)O2)c(=O)n1,4.5272827923204275
CC1(O)CC(O)(n2ccc(N)nc2=O)OC1CO,4.526177337061402
C=Nc1ccn(C2CC(O)C(C(=C)O)O2)c(=O)n1,4.525787972854179
Nc1nc(=O)n(C2(O)CC(O)C(CO)O2)cc1O,4.524305221676785
C=CC1(n2ccc(N)nc2=O)CC(O)C(CO)O1,4.5202608142984495
O=c1nc(NO)ccn1C1(O)CC(O)C(CO)O1,4.516725806449156
C=C(O)C1OC(C)(n2ccc(N)nc2=O)CC1O,4.509207144753709
CC1(n2ccc(N)nc2=O)CC(O)C(O)(CO)O1,4.502716760138324
C=Nc1ccn(C2CC(O)C(C(O)O)O2)c(=O)n1,4.500319527014305
Nc1ccn(C2(C=O)CC(O)C(CO)O2)c(=O)n1,4.490056418694055
C=Nc1ccn(C2OC(CO)C(O)C2=O)c(=O)n1,4.483574158097507
C=Nc1ccn(C2CC(C)(O)C(CO)O2)c(=O)n1,4.481850453230947
Nc1ccn(C2(OO)CC(O)C(CO)O2)c(=O)n1,4.47874213297977
CC1(n2ccc(N)nc2=O)CC(OO)C(CO)O1,4.468340563121055
C=C1C(O)C(CO)OC1(C)n1ccc(N)nc1=O,4.468006183215247
CC1(n2ccc(N)nc2=O)CC(O)C(C(O)O)O1,4.4620869524460165
CC1(CO)OC(n2ccc(N=O)nc2=O)CC1O,4.461674629055122
Nc1cc(O)n(C2CC(O)C(O)(CO)O2)c(=O)n1,4.45688310629217
C=C=C1C(O)C(CO)OC1n1ccc(N)nc1=O,4.456342446951512
C=Nc1ccn(C2CC(O)C(C(C)O)O2)c(=O)n1,4.456330879405366
C=Nc1ccn(C2CC(O)(O)C(CO)O2)c(=O)n1,4.454972014159485
Nc1ccn(C2(O)CC(O)(O)C(CO)O2)c(=O)n1,4.4460121632960625
CC1(CO)OC(C)(n2ccc(N)nc2=O)CC1O,4.444427337061402
C=C1C(O)C(CO)OC1n1ccc(N=O)nc1=O,4.442120468929533
CC1(O)CC(C)(n2ccc(N)nc2=O)OC1CO,4.439935990907555
CC(O)C1OC(C)(n2ccc(N)nc2=O)CC1O,4.439583508918711
C=Nc1cc(O)n(C2CC(O)C(CO)O2)c(=O)n1,4.428994880232516
CC1(n2ccc(N)nc2=O)CC(O)C(COO)O1,4.420935853544918
Nc1ccn(C2(O)OC(CO)C(O)C2=O)c(=O)n1,4.420681183215247
C=C1C(n2ccc(N)nc2=O)OC(O)(CO)C1O,4.418633106292171
C=Nc1ccn(C2CC(OO)C(CO)O2)c(=O)n1,4.416245567830631
C=C(O)C1OC(n2ccc(N=O)nc2=O)CC1O,4.403789228741149
Nc1ccn(C2OC(CO)C(O)C2=C=O)c(=O)n1,4.403712933607712
CC1(n2c(O)cc(N)nc2=O)CC(O)C(CO)O1,4.393355221676786
CC1(CO)OC(n2c(O)cc(N)nc2=O)CC1O,4.38990810629217
C=C1C(O)C(C(O)O)OC1n1ccc(N)nc1=O,4.388783106292172
COC1CC(O)(n2ccc(N)nc2=O)OC1CO,4.383005869243505
O=Nc1ccn(C2CC(O)C(C(O)O)O2)c(=O)n1,4.378320782901275
C=C1C(O)C(C(C)O)OC1n1ccc(N)nc1=O,4.366279662764864
C=Nc1ccn(C2CC(O)C(COO)O2)c(=O)n1,4.363951413984479
CC1(n2cc(O)c(N)nc2=O)CC(O)C(CO)O1,4.362472529369094
Cc1cc(N)nc(=O)n1C1(O)CC(O)C(CO)O1,4.361682144753709
O=Nc1ccn(C2OC(CO)C(O)C2=O)c(=O)n1,4.361575413984478
C=C(O)C1OC(n2c(O)cc(N)nc2=O)CC1O,4.361232144753709
C=C1C(n2ccc(N)nc2=O)OC(C)(CO)C1O,4.360343683215247
Nc1nc(=O)n(C2CC(O)C(O)(CO)O2)cc1O,4.3598936832152475
CC1(O)CC(n2ccc(N=O)nc2=O)OC1CO,4.359851709117915
CC1(n2ccc(N)nc2=O)CC(O)(O)C(CO)O1,4.359770817142216
Nc1ccn(C2CC(OO)C(O)(CO)O2)c(=O)n1,4.358885304094367
C=C1C(OO)C(CO)OC1n1ccc(N)nc1=O,4.358489699698764
CC1(n2ccc(NO)nc2=O)CC(O)C(CO)O1,4.358195822147744
C=C(O)C1OC(n2ccc(N)nc2=O)C(=C)C1O,4.356660029369094
C=C1C(O)C(CO)OC1n1c(O)cc(N)nc1=O,4.355884067830632
C=C1C(n2ccc(N)nc2=O)OC(CO)C1(C)O,4.354897529369093
Nc1ccn(C2(O)CC(O)C(C(=O)O)O2)c(=O)n1,4.354066760138324
COC1(n2ccc(N)nc2=O)CC(O)C(CO)O1,4.348028789180711
Nc1ccn(C2CC(O)(OO)C(CO)O2)c(=O)n1,4.347370390436598
Cc1cn(C2(O)CC(O)C(CO)O2)c(=O)nc1N,4.3396321447537085
C=Nc1ccn(C2(c3ccccc3)CC(O)C(CO)O2)c(=O)n1,4.336027334930893
Nc1cc(O)n(C2CC(O)C(C(O)O)O2)c(=O)n1,4.33523310629217
CC(O)C1OC(n2ccc(N=O)nc2=O)CC1O,4.334332135292337
CC1(O)CC(n2ccc(N)nc2=O)OC1(O)CO,4.334301375522939
O=Nc1ccn(C2CC(O)(O)C(CO)O2)c(=O)n1,4.3329732700464545
Nc1ccn(C2CC(O)C(O)(COO)O2)c(=O)n1,4.3302096369044145
CC1(n2ccc(N)nc2=O)OC(CO)C(O)C1=O,4.3288956062921695
C=Nc1ccn(C2OC(CO)C(O)C2C)c(=O)n1,4.325368869986215
O=c1nc(NO)ccn1C1CC(O)C(O)(CO)O1,4.321376355899705
COCC1OC(O)(n2ccc(N)nc2=O)CC1O,4.321294409274902
CC(O)C1(O)OC(n2ccc(N)nc2=O)CC1O,4.317945047380248
Nc1ccn(C2(O)OC(CO)C(O)C2O)c(=O)n1,4.316967162764863
CC1(O)CC(n2c(O)cc(N)nc2=O)OC1CO,4.316777337061401
CNc1ccn(C2(O)CC(O)C(CO)O2)c(=O)n1,4.31546207018542
Nc1ccn(C2OC(C(O)O)C(O)C2=O)c(=O)n1,4.3152427216767855
C=CC1(CO)OC(n2ccc(N)nc2=O)CC1O,4.314498490907555
C=C=C(O)C1OC(n2ccc(N)nc2=O)CC1O,4.309437580389501
C=C(O)C1(O)OC(n2ccc(N)nc2=O)CC1O,4.308380221676786
O=Nc1cc(O)n(C2CC(O)C(CO)O2)c(=O)n1,4.306996136119485
Nc1ccn(C2CC(O)C(CO)(OO)O2)c(=O)n1,4.306614660452296
C=C1C(O)C(COO)OC1n1ccc(N)nc1=O,4.3049135615511975
C=Nc1cc(C)n(C2CC(O)C(CO)O2)c(=O)n1,4.298552808019014
CC1C(O)C(CO)OC1(O)n1ccc(N)nc1=O,4.297824855072555
Nc1ccn(C2OC(O)(CO)C(O)C2=O)c(=O)n1,4.297444644753709
O=Nc1ccn(C2CC(OO)C(CO)O2)c(=O)n1,4.296686798599862
CC1(CO)OC(n2ccc(N)nc2=O)CC1OO,4.293277140829063
Nc1cc(O)n(C2CC(O)(O)C(CO)O2)c(=O)n1,4.292942932526832
CC1(CO)OC(n2cc(O)c(N)nc2=O)CC1O,4.292918683215247
Nc1ccn(C2CC(O)C(C=O)(CO)O2)c(=O)n1,4.292799589808654
CC(O)C1OC(n2ccc(N)nc2=O)C(=O)C1O,4.292739278149479
Nc1ccn(C2(CO)CC(O)C(CO)O2)c(=O)n1,4.291310421833772
CC(O)C1OC(n2c(O)cc(N)nc2=O)CC1O,4.287532547380248
