smiles,scores
Nc1nc(N)c2ncn(C3(O)CC(O)C(CO)O3)c2n1,4.244631307859525
C=Nc1nc(N)c2ncn(C3CC(O)C(CO)O3)c2n1,4.124524959208175
CC1(n2cnc3c(N)nc(N)nc32)CC(O)C(CO)O1,4.10339550366372
C=Nc1nc(N)nc2c1ncn2C1CC(O)C(CO)O1,4.089827981186199
Nc1nc(N)c2ncn(C3CC(O)C(O)(CO)O3)c2n1,4.079028790377008
Nc1nc(N=O)nc2c1ncn2C1CC(O)C(CO)O1,4.046818365801583
Nc1nc(N=O)c2ncn(C3CC(O)C(CO)O3)c2n1,4.045517816351033
CC1(CO)OC(n2cnc3c(N)nc(N)nc32)CC1O,4.020577881286099
C=C1C(O)C(CO)OC1n1cnc2c(N)nc(N)nc21,4.006527811356029
C=C(O)C1OC(n2cnc3c(N)nc(N)nc32)CC1O,3.9690072519154693
Nc1nc(N)c2ncn(C3(c4ccccc4)CC(O)C(CO)O3)c2n1,3.958842860138871
Nc1nc(N)c2nc(O)n(C3CC(O)C(CO)O3)c2n1,3.94763634282456
Nc1nc(N)c2ncn(C3CC(O)C(C(O)O)O3)c2n1,3.9463171819853997
Nc1nc(N)c2ncn(C3OC(CO)C(O)C3=O)c2n1,3.9347694896777075
CC1(O)CC(n2cnc3c(N)nc(N)nc32)OC1CO,3.9298629162511336
CC(O)C1OC(n2cnc3c(N)nc(N)nc32)CC1O,3.9217654517448066
Nc1nc(N)c2ncn(C3CC(O)(O)C(CO)O3)c2n1,3.8870448054228577
Nc1nc(N)c2ncn(C3CC(OO)C(CO)O3)c2n1,3.8821282559114723
Nc1nc(N)c2ncn(C3CC(O)C(CO)(c4ccccc4)O3)c2n1,3.8791358178853486
Nc1nc(N)c2ncn(C3CC(O)C(COO)O3)c2n1,3.835437047120264
Nc1nc(NO)c2ncn(C3CC(O)C(CO)O3)c2n1,3.8122299042631225
Nc1nc(NO)nc2c1ncn2C1CC(O)C(CO)O1,3.80217166250488
Nc1nc(N)c2ncn(C3CC(O)(c4ccccc4)C(CO)O3)c2n1,3.80004112666108
CC1C(O)C(CO)OC1n1cnc2c(N)nc(N)nc21,3.790836220975576
Cc1nc2c(N)nc(N)nc2n1C1CC(O)C(CO)O1,3.7795415176497356
Nc1nc(N)c2ncn(C3CC(O)C(C(O)c4ccccc4)O3)c2n1,3.7439351641738607
Nc1nc(N)c2ncn(C3CC(O)C(C(=O)O)O3)c2n1,3.7067862728944903
Nc1nc(N)c2ncn(C3OC(CO)C(O)C3c3ccccc3)c2n1,3.684104178258367
COC1CC(n2cnc3c(N)nc(N)nc32)OC1CO,3.6495054537136706
CNc1nc(N)c2ncn(C3CC(O)C(CO)O3)c2n1,3.64077743173565
CNc1nc(N)nc2c1ncn2C1CC(O)C(CO)O1,3.6406167174499355
Nc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1,3.620699717479072
COCC1OC(n2cnc3c(N)nc(N)nc32)CC1O,3.6095370471202646
Nc1nc(N)c2nc(-c3ccccc3)n(C3CC(O)C(CO)O3)c2n1,3.507594756130203
Nc1nc(N)c2ncn(C3CC(Oc4ccccc4)C(CO)O3)c2n1,3.465111224169207
Nc1nc(N)c2ncn(C3CC(O)C(COc4ccccc4)O3)c2n1,3.384224685707667
Nc1nc(Nc2ccccc2)c2ncn(C3CC(O)C(CO)O3)c2n1,3.3814419933999744
Nc1nc(Nc2ccccc2)nc2c1ncn2C1CC(O)C(CO)O1,3.3539016087845894
C=Nc1nc(N)c2ncn(C3(O)CC(O)C(CO)O3)c2n1,4.746768064658154
C=Nc1nc(N)nc2c1ncn2C1(O)CC(O)C(CO)O1,4.713267534154176
Nc1nc(N=O)nc2c1ncn2C1(O)CC(O)C(CO)O1,4.671741008955237
Nc1nc(N=O)c2ncn(C3(O)CC(O)C(CO)O3)c2n1,4.670485306037465
C=Nc1nc(N)c2ncn(C3(C)CC(O)C(CO)O3)c2n1,4.612837560679376
C=Nc1nc(N)c2ncn(C3CC(O)C(O)(CO)O3)c2n1,4.58973119463163
C=Nc1nc(N)nc2c1ncn2C1(C)CC(O)C(CO)O1,4.579337030175396
C=Nc1nc(N)nc2c1ncn2C1CC(O)C(O)(CO)O1,4.556230664127651
C=Nc1nc(N=C)c2ncn(C3CC(O)C(CO)O3)c2n1,4.553856020419517
CC1(n2cnc3c(N)nc(N=O)nc32)CC(O)C(CO)O1,4.5378105049764565
CC1(n2cnc3c(N=O)nc(N)nc32)CC(O)C(CO)O1,4.536554802058685
C=C(O)C1OC(O)(n2cnc3c(N)nc(N)nc32)CC1O,4.534610895874126
C=Nc1nc(N)c2ncn(C3CC(O)C(C)(CO)O3)c2n1,4.534303608424733
C=Nc1nc(N)c2ncn(C3OC(CO)C(O)C3=C)c2n1,4.520980266249667
Nc1nc(N=O)nc2c1ncn2C1CC(O)C(O)(CO)O1,4.51470413892871
Nc1nc(N=O)c2ncn(C3CC(O)C(O)(CO)O3)c2n1,4.513448436010939
C=Nc1nc(N=O)c2ncn(C3CC(O)C(CO)O3)c2n1,4.511798914813259
Nc1nc(N)c2ncn(C3(O)CC(OO)C(CO)O3)c2n1,4.501082388265582
C=Nc1nc(N)nc2c1ncn2C1CC(O)C(C)(CO)O1,4.500803077920754
CC(O)C1OC(O)(n2cnc3c(N)nc(N)nc32)CC1O,4.497167270160584
Nc1nc(N)c2ncn(C3(O)CC(O)C(C(O)O)O3)c2n1,4.494930733930806
C=Nc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1=C,4.487479735745689
Nc1nc(N)c2ncn(C3(O)CC(O)C(O)(CO)O3)c2n1,4.486708061866029
C=Nc1nc(N)c2ncn(C3CC(O)C(C(=C)O)O3)c2n1,4.48540042540086
C=C1C(O)C(CO)OC1(O)n1cnc2c(N)nc(N)nc21,4.483365551744571
Nc1nc(N)c2ncn(C3(O)CC(O)C(COO)O3)c2n1,4.481886367045421
C=Nc1nc(N=O)nc2c1ncn2C1CC(O)C(CO)O1,4.480100609728514
C=Nc1nc(N)c2nc(O)n(C3CC(O)C(CO)O3)c2n1,4.465134908159481
C=Nc1nc(N)c2ncn(C3CC(O)C(C(O)O)O3)c2n1,4.463883979777517
CC1(CO)OC(n2cnc3c(N)nc(N=O)nc32)CC1O,4.459276552721815
CC1(CO)OC(n2cnc3c(N=O)nc(N)nc32)CC1O,4.458020849804042
Nc1nc(N)c2nc(O)n(C3(O)CC(O)C(CO)O3)c2n1,4.45676636146117
C=Nc1nc(N)nc2c1nc(O)n2C1CC(O)C(CO)O1,4.45633066412765
C=Nc1nc(N)c2ncn(C3OC(CO)C(O)C3=O)c2n1,4.452933581899534
C=CC1(n2cnc3c(N)nc(N)nc32)CC(O)C(CO)O1,4.452721115056033
C=Nc1nc(N)nc2c1ncn2C1CC(O)C(C(=C)O)O1,4.451899894896881
C=Nc1nc(N)c2ncn(C3CC(C)(O)C(CO)O3)c2n1,4.448280796753645
C=Nc1nc(N)c2ncn(C3CC(O)C(C(C)O)O3)c2n1,4.447542671528726
C=C1C(O)C(CO)OC1n1cnc2c(N)nc(N=O)nc21,4.445953210546748
Nc1nc(NO)c2ncn(C3(O)CC(O)C(CO)O3)c2n1,4.4452418047112054
C=C1C(O)C(CO)OC1n1cnc2c(N=O)nc(N)nc21,4.444697507628976
O=Nc1nc(N=O)c2ncn(C3CC(O)C(CO)O3)c2n1,4.438043504122256
CC1(CO)OC(O)(n2cnc3c(N)nc(N)nc32)CC1O,4.437622231906515
Nc1nc(NO)nc2c1ncn2C1(O)CC(O)C(CO)O1,4.435530398875661
CC1(O)CC(O)(n2cnc3c(N)nc(N)nc32)OC1CO,4.433840045671697
C=Nc1nc(N)nc2c1ncn2C1CC(O)C(C(O)O)O1,4.430383449273539
Nc1nc(N)c2ncn(C3(C=O)CC(O)C(CO)O3)c2n1,4.4272036084247315
C=C(O)C1OC(C)(n2cnc3c(N)nc(N)nc32)CC1O,4.4195493574125875
C=Nc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1=O,4.419433051395554
C=Nc1nc(N)nc2c1ncn2C1CC(C)(O)C(CO)O1,4.414780266249666
CC1(n2cnc3c(N)nc(N)nc32)CC(O)C(O)(CO)O1,4.414083770368053
C=Nc1nc(N)nc2c1ncn2C1CC(O)C(C(C)O)O1,4.414042141024747
Nc1nc(N=O)c2nc(O)n(C3CC(O)C(CO)O3)c2n1,4.413548436010939
C=C(O)C1OC(n2cnc3c(N)nc(N=O)nc32)CC1O,4.410373369697942
C=C(O)C1OC(n2cnc3c(N=O)nc(N)nc32)CC1O,4.409117666780171
C=C1C(O)C(CO)OC1(C)n1cnc2c(N)nc(N)nc21,4.406072434335663
Nc1nc(N)c2nc(O)n(C3CC(O)C(O)(CO)O3)c2n1,4.401104822999631
C=Nc1nc(N)c2ncn(C3CC(O)(O)C(CO)O3)c2n1,4.398729548717751
Nc1nc(N)c2ncn(C3(OO)CC(O)C(CO)O3)c2n1,4.3967922025891895
C=Nc1nc(N)c2ncn(C3CC(OO)C(CO)O3)c2n1,4.394662800080534
Nc1nc(N=O)nc2c1nc(O)n2C1CC(O)C(CO)O1,4.390107852456563
C=C=C1C(O)C(CO)OC1n1cnc2c(N)nc(N)nc21,4.389064616382292
Nc1nc(N=O)nc2c1ncn2C1CC(O)C(C(O)O)O1,4.3888569240746005
CC1(n2cnc3c(N)nc(N)nc32)CC(OO)C(CO)O1,4.38800466943269
