smiles,scores
Cc1cn(C2(O)CC(O)C(CO)O2)c(=O)[nH]c1=O,4.172468683215247
Cc1cn(C2(C)CC(O)C(CO)O2)c(=O)[nH]c1=O,4.010635990907555
Cc1cn(C2CC(O)C(O)(CO)O2)c(=O)[nH]c1=O,3.959272529369094
Cc1cn(C2CC(O)C(C)(CO)O2)c(=O)[nH]c1=O,3.8922975293690927
C=C1C(O)C(CO)OC1n1cc(C)c(=O)[nH]c1=O,3.886522529369093
C=C(O)C1OC(n2cc(C)c(=O)[nH]c2=O)CC1O,3.833206183215248
Cc1c(O)n(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,3.8260956062921707
Cc1cn(C2CC(O)C(C(O)O)O2)c(=O)[nH]c1=O,3.8072071447537086
Cc1cn(C2OC(CO)C(O)C2=O)c(=O)[nH]c1=O,3.804299452446017
Cc1cn(C2CC(C)(O)C(CO)O2)c(=O)[nH]c1=O,3.788353298599862
Cc1cn(C2CC(O)(O)C(CO)O2)c(=O)[nH]c1=O,3.7645188940652936
Cc1cn(C2CC(O)C(C(C)O)O2)c(=O)[nH]c1=O,3.7595065858417858
Cc1cn(C2CC(OO)C(CO)O2)c(=O)[nH]c1=O,3.7355625411430333
C=Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,3.7354156023675227
Cc1cn(C2CC(O)C(COO)O2)c(=O)[nH]c1=O,3.6822011596673665
Cc1c(C)n(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,3.657339837061402
Cc1cn(C2OC(CO)C(O)C2C)c(=O)[nH]c1=O,3.6431613935340943
O=Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,3.6381788676736457
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1CO,3.540990170656377
Cc1cn(C2CC(O)C(C(=O)O)O2)c(=O)[nH]c1=O,3.532744644753709
COC1CC(n2cc(C)c(=O)[nH]c2=O)OC1CO,3.4697079100598316
Cc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O,3.4482133166110174
CCc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,3.441433498756849
COCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1O,3.4240297310959384
Cc1cn(C2CC(O)C(CO)O2)c(=O)n(-c2ccccc2)c1=O,3.3114021648125505
C=C(O)C1OC(O)(n2cc(C)c(=O)[nH]c2=O)CC1O,4.4990686238247735
C=Cc1cn(C2(O)CC(O)C(CO)O2)c(=O)[nH]c1=O,4.476091284458257
Cc1cn(C2(O)CC(OO)C(CO)O2)c(=O)[nH]c1=O,4.460540153236538
Cc1cn(C2(O)CC(O)C(C(O)O)O2)c(=O)[nH]c1=O,4.453833239209388
Cc1cn(C2(O)CC(O)C(O)(CO)O2)c(=O)[nH]c1=O,4.444459393055541
Cc1cn(C2(O)CC(O)C(COO)O2)c(=O)[nH]c1=O,4.438709384005769
Cc1cn(C2(O)CC(O)C(C(C)O)O2)c(=O)[nH]c1=O,4.437597257220544
